121,348
121,347
121,347
121,347
121,347
121,347
121,347
121,347
122,346
122,346
122,346
122,346
122,345
123,345
123,345
123,345
123,344
123,344
124,343
124,343
124,343
124.259882514219,342.740117485781
124.259882514219,342.740117485781
125,342
125,342
126,341
126,340
128,340
128,339
128,339
128.519765028438,338.480234971562
128.519765028438,338.480234971562
129,338
130,338
131,337
132,335
132,335
133,334
133.319829056133,333.680170943867
133.319829056133,333.680170943867
134,333
135,332
136,331
137,330
138.408138695098,328.591861304902
138.408138695098,328.591861304902
139,328
143,324
143.496448334064,323.503551665936
143.496448334064,323.503551665936
145,322
147,320
148.243186435199,318.135220347201
148.243186435199,318.135220347201
149,317
151,316
152.994437572428,313.008343641357
152.994437572428,313.008343641357
153,313
154,312
157,309
158.272266840008,308.151822106662
158.272266840008,308.151822106662
160,307
161,305
163.306729352471,303.269952985647
163.306729352471,303.269952985647
165,302
168,300
169.042145935604,298.957854064396
169.042145935604,298.957854064396
171,297
174,294
174.102337772367,293.84649334145
174.102337772367,293.84649334145
176,291
178.669255456738,288.330744543262
178.669255456738,288.330744543262
180,287
183,285
184.025068946628,283.633241404497
184.025068946628,283.633241404497
186,281
188.760831071939,278.239168928061
188.760831071939,278.239168928061
191,276
193.653308293053,272.967647665082
193.653308293053,272.967647665082
198,268
198.330104373644,267.504843439533
198.330104373644,267.504843439533
202,262
202.410092286056,261.589907713944
202.410092286056,261.589907713944
205,259
207.498401925022,256.501598074978
207.498401925022,256.501598074978
209,255
212.168688252811,251.039139683986
212.168688252811,251.039139683986
213,250
216,246
216.553892921199,245.335328494561
216.553892921199,245.335328494561
221,240
221.156745499493,239.804068125634
221.156745499493,239.804068125634
225,235
225.578966937665,234.131549593503
225.578966937665,234.131549593503
229,229
229.727331053592,228.272668946408
229.727331053592,228.272668946408
234,224
234.639841201143,223.040238198286
234.639841201143,223.040238198286
236,221
238.963487934355,217.295640082056
238.963487934355,217.295640082056
240,216
243.071223896426,211.39316415536
243.071223896426,211.39316415536
244,210
246,207
247.062822379547,205.405766430679
247.062822379547,205.405766430679
248,204
251,200
251.122828655044,199.508685379824
251.122828655044,199.508685379824
252,196
253.985430865076,193.021853702386
253.985430865076,193.021853702386
254,193
255,191
256,188
256.56014878267,186.319553651992
256.56014878267,186.319553651992
257,185
257,183
258,181
259,180
259,179.845256717257
259,179.845256717257
259,177
259,176
259,175
260,174
260,173.063513778651
260,173.063513778651
260,173
260,172
260,171
260,170
260,169
260,169
260,169
260,168
260,168
260,168
260,168
260,168
260,168
260,168
260,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
259,168
257.867557277673,168
257.867557277673,168
257,168
254,168
250.842403247605,169.052532250798
250.842403247605,169.052532250798
248,170
244.139774331644,171.654382429296
244.139774331644,171.654382429296
241,173
237.332877066669,173.916780733333
237.332877066669,173.916780733333
233,175
230.480250108795,176.049895788002
230.480250108795,176.049895788002
223.837828723276,178.817571365302
223.837828723276,178.817571365302
221,180
217.421412555134,182.044907111352
217.421412555134,182.044907111352
214,184
211.395727357246,185.953204482066
211.395727357246,185.953204482066
210,187
208,190
207,191
207,191
207.431532466584,191
207.431532466584,191
208,191
211,191
214.627488967563,191
214.627488967563,191
216,191
221.208647972368,188.395676013816
221.208647972368,188.395676013816
224,187
227.783663272591,185.486534690964
227.783663272591,185.486534690964
234,183
234.455872337204,182.792785301271
234.455872337204,182.792785301271
241.006829908974,179.815077314103
241.006829908974,179.815077314103
245,178
247.409232682125,176.554460390725
247.409232682125,176.554460390725
253.57971447545,172.85217131473
253.57971447545,172.85217131473
255,172
259.507784942355,168.780153612604
259.507784942355,168.780153612604
262,167
265.696904085551,165.151547957224
265.696904085552,165.151547957224
268,164
271.696813591419,161.227389806436
271.696813591419,161.227389806436
272,161
275,159
278,158
278.047677221088,157.988080694728
278.047677221088,157.988080694728
282,157
282.987261640338,159.961784921013
282.987261640338,159.961784921013
283,160
285,163
287.130073797196,165.840098396262
287.130073797196,165.840098396262
288,167
289.817069882472,172.451209647416
289.817069882472,172.451209647416
290,173
292.959427326689,178.918854653378
292.959427326689,178.918854653378
293,179
294,186
294,186.034165433561
294,186.034165433561
294,192
294.152577847663,193.220622781304
294.152577847663,193.220622781304
295,200
295,200.36382068722
295,200.36382068722
295,207
295,207.559777188198
295,207.559777188198
295,214
294.851788429685,214.741057851575
294.851788429685,214.741057851575
294,219
292.724246889957,221.551506220086
292.724246889957,221.551506220086
292,223
291,226
290,227
290,227
290,228
