142,135
143,134
143,134
143,134
143,134
143,134
143,134
143,134
143,134
143,134
143,134
144,134
144,134
144,134
144,134
144,134
144,134
144,134
144,134
144,134
145,134
145,134
145,134
145,134
146,133
146,133
146,133
147,133
147,133
147,133
148,133
148,133
148,132.524783714516
148,132.524783714516
148,132
149,132
149,132
149,132
149,132
150,132
150,132
150,132
151,132
151,132
152,132
152,132
152,132
152,132
153,132
153,132
153,131
153,131
153.778859695713,131
153.778859695713,131
154,131
154,131
154,131
155,131
155,131
156,131
156,131
156,131
156,131
156,131
157,131
157,131
157,131
157,131
158,131
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,130
158,131
158.765445286868,131.765445286868
158.765445286868,131.765445286868
159,132
159,133
159,133
159,134
159,135
159,136
159,137
160,138
160,138.557719391427
160,138.557719391427
160,139
160,139
160,140
160,141
160,141
160,141
160,141
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
160,142
161,142
161,143
162,144
162,144
162,144.447149239283
162,144.447149239283
162,146
163,146
164,147
164,147
165,148
165,149
165.652210917295,149.652210917295
165.652210917295,149.652210917295
166,150
166,151
167,151
168,152
169,154
169.82131430758,154.82131430758
169.82131430758,154.82131430758
170,155
170,156
172,158
173,160
173.697524479051,160.697524479051
173.697524479051,160.697524479051
174,161
174,163
175,163
175,164
176,164
176,164
176,164
176,165
176.875878426218,165
176.875878426218,165
177,165
177,166
178,167
180,168
181,169
181.788442964958,169.788442964958
181.788442964958,169.788442964958
182,170
183,171
185,172
187.790842331111,173.860561554074
187.790842331111,173.860561554074
188,174
191,175
193,176
194,177
194.23970797691,177
194.23970797691,177
195,177
197,179
198,179
199,180
199,180
200,180
200.21263457516,180.21263457516
200.21263457516,180.21263457516
201,181
202,181
203,182
205,183
206,184
206.112380702998,184.056190351499
206.112380702998,184.056190351499
208,185
209,186
211,187
212.463760780329,187.48792026011
212.463760780329,187.48792026011
214,188
215,189
216,190
218,191
218.619809986304,191
218.619809986304,191
219,191
222,192
225,193
225.535670723988,193.267835361994
225.535670723988,193.267835361994
227,194
229,195
230,195
232.305685135154,195.768561711718
232.305685135154,195.768561711718
233,196
235,196
236,197
239,197
239.111410131615,197.111410131615
239.111410131615,197.111410131615
241,199
244,199
245.632774004599,199
245.632774004599,199
246,199
248,200
250,200
252,201
252.464281459829,201
252.464281459829,201
254,201
256,201
259.694754315035,201.738950863007
259.694754315035,201.738950863007
261,202
262,202
264,202
266,202
266.972548766696,202
266.972548766696,202
267,202
269,202
270,202
272,203
273,203
274,203
274.040124199426,203
274.040124199426,203
276,203
277,203
278,203
278,203
279,203
280,203
280.950187189126,202.049812810874
280.950187189126,202.049812810874
281,202
282,202
284,201
285,201
285,201
285,201
285,201
285,201
286,201
287.997129480012,201
287.997129480012,201
288,201
288,201
289,201
289,201
290,201
290,201
290,201
290,201
290,201
290,201
290,201
290,201
291,203
292,205
292,205
292,205.828636935243
292,205.828636935243
292,207
292,209
292,211
292,213
292,213.132280345472
292,213.132280345472
292,214
292,216
290,217
288.444467061601,218.555532938399
288.444467061601,218.555532938399
287,220
284,222
