146,319
147,319
147,319
147,319
147,319
147,319
147,319
147,318
147,318
147,318
147,318
147,318
148,318
148,317
148,317
148,317
148,317
149,317
149.740484769341,317
149.740484769341,317
150,317
150,316
151,316
151,316
151,316
152,316
152,315
153,315
153,315
153.340096822347,314.659903177653
153.340096822347,314.659903177653
154,314
154,314
155,313
156,313
156,312
157.393027183278,312
157.393027183278,312
158,312
158,312
159,311
160,311
161,310
161.922834331813,309.077165668187
161.922834331813,309.077165668187
162,309
163,309
164,308
166,307
166.877499704697,306.561250147652
166.877499704697,306.561250147652
168,306
170,305
171,304
171.74703430785,303.626482846075
171.74703430785,303.626482846075
173,303
175,302
176.75026652007,300.833155653287
176.75026652007,300.833155653287
178,300
181.680041659839,297.89711905152
181.680041659839,297.89711905152
185,296
186,296
186.73337526096,295.44996855428
186.73337526096,295.44996855428
190,293
191.482248180482,292.258875909759
191.482248180482,292.258875909759
196,290
196.487539294438,289.512460705562
196.487539294438,289.512460705562
197,289
201,287
201.452319126386,286.698453915743
201.452319126386,286.698453915743
204,285
206.142842742584,283.392867943062
206.142842742584,283.392867943062
208,282
211.058080730976,280.470959634512
211.058080730976,280.470959634512
212,280
216.192526398196,277.903736800902
216.192526398196,277.903736800902
218,277
221.326972065416,275.336513967292
221.326972065416,275.336513967292
222,275
225.990413330478,272.007190002141
225.990413330478,272.007190002141
226,272
230,270
231.0453592653,269.303093823134
231.0453592653,269.303093823134
235.821731307272,266.118845795152
235.821731307272,266.118845795152
236,266
239,264
240.783307715287,263.286676913885
240.783307715287,263.286676913885
244,262
245.777258309805,260.578193352156
245.777258309805,260.578193352156
249,258
250.342398063918,257.105067957388
250.342398063918,257.105067957388
252,256
255.214136598381,254.071518040972
255.214136598381,254.071518040972
257,253
259.586475020139,250.413524979861
259.586475020139,250.413524979861
261,249
264,247
264.096100971042,246.903899028958
264.096100971042,246.903899028958
267,244
268.155236678742,242.844763321258
268.155236678742,242.844763321258
270,241
272,239
272.214372386441,238.785627613559
272.214372386441,238.785627613559
274,237
276,235
276.122316538179,234.633050385463
276.122316538179,234.633050385463
277,232
278,230
278.515436994256,229.484563005744
278.515436994256,229.484563005744
279,229
280,226
280,225
280.631397943269,224.368602056731
280.631397943269,224.368602056731
281,224
281,222
281,220
281,219
281,218.780797258406
281,218.780797258406
281,217
281,216
281,215
279.614291672011,213.614291672011
279.614291672011,213.614291672011
279,213
278,211
277,209
276.620897425708,208.873632475236
276.620897425708,208.873632475236
274,208
271.446543580357,206.467926148214
271.446543580357,206.467926148214
269,205
266.417476379739,203.70873818987
266.417476379739,203.70873818987
265,203
262,202
261.036240709234,201.759060177309
261.036240709234,201.759060177309
258,201
255.467152463059,200.366788115765
255.467152463059,200.366788115765
254,200
249.771821374178,200
249.771821374178,200
249,200
246,200
244.031336604836,200
244.031336604836,200
243,200
241,201
239,202
238.832407059435,202.167592940565
238.832407059435,202.167592940565
237,204
236,206
235.711283456193,206.86614963142
235.711283456193,206.86614963142
235,209
234.153257446503,212.386970213989
234.153257446503,212.386970213989
234,213
233,216
233,217.94631046933
233,217.94631046933
233,220
233,223.686795238671
233,223.686795238671
233,224
234,229
234.115259954538,229.307359878769
234.115259954538,229.307359878769
236.130878723135,234.682343261694
236.130878723135,234.682343261694
237,237
238.460253588281,239.920507176563
238.460253588281,239.920507176563
240,243
241.027476421891,245.054952843783
241.027476421891,245.054952843783
243,249
243.684170261795,250.140283769658
243.684170261795,250.140283769658
246,254
246.720340604135,255.008476845789
246.720340604135,255.008476845789
250.056929602539,259.679701443555
250.056929602539,259.679701443555
251,261
252.841609981916,264.683219963832
252.841609981916,264.683219963832
255,269
255.453559285991,269.793728750484
255.453559285991,269.793728750484
258.301637305106,274.777865283935
258.301637305106,274.777865283935
259,276
261.403454798615,279.605182197922
261.403454798615,279.605182197922
263,282
264.50010937404,284.437677732815
264.50010937404,284.437677732815
267.508682663717,289.32660932854
267.508682663717,289.32660932854
270.517255953394,294.215540924266
270.517255953394,294.215540924266
271,295
274.010648291422,298.763310364277
274.010648291422,298.763310364277
275,300
277.939265612918,302.939265612918
277.939265612918,302.939265612918
278,303
281,307
281.462867414685,307.462867414685
281.462867414685,307.462867414685
284,310
285.522003122385,311.522003122385
285.522003122385,311.522003122385
286,312
288,314
290,315
290,315
290,315
